Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2019;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
PE délivrés;MV afgeleverd;2019;109;Papier;Papier;0;0;0
PE délivrés;MV afgeleverd;2019;146;Tirs;Schietstanden;0;0;0
PE délivrés;MV afgeleverd;2018;104;Moteurs;Motoren;64;10;54
PE délivrés;MV afgeleverd;2018;17;Bitume (dépôts);Bitumen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2018;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;1;0;1
PE délivrés;MV afgeleverd;2018;221;STEP;Waterzuivering;1;0;1
PE délivrés;MV afgeleverd;2018;28;Polystyrène;Polystyreen;0;0;0
PE délivrés;MV afgeleverd;2018;48;Compacteur, broyeur;Pers, breker, vermaler;0;0;0
PE délivrés;MV afgeleverd;2018;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2017;40;Combustion (installations de);Verbranding (inrichtingen);186;69;117
PE délivrés;MV afgeleverd;2017;148;Transformateurs statiques;Statische transformatoren;111;25;86
PE délivrés;MV afgeleverd;2017;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);28;1;27
PE délivrés;MV afgeleverd;2017;119;Traiteurs;Traiteurs;4;1;3
PE délivrés;MV afgeleverd;2017;69;Gaz (butane-propane);Gas (butaan-propaan);3;1;2
PE délivrés;MV afgeleverd;2017;84;Laboratoires de recherche, institutions d'enseigne;Onderzoekslabo-ratoria onder-wijsinstellin-gen;2;0;2
PE délivrés;MV afgeleverd;2017;43;Cuisson d’argile et de plâtre;Klei-, pleisterbakken;1;0;1
PE délivrés;MV afgeleverd;2017;141;Tabac (dépôts);Tabak (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2017;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;0;0;0
PE délivrés;MV afgeleverd;2017;57;Epices;Kruiden;0;0;0
PE délivrés;MV afgeleverd;2017;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2017;70;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2017;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
PE délivrés;MV afgeleverd;2016;68;Garages (couverts);Garages (overdekte);98;30;68
PE délivrés;MV afgeleverd;2016;108;Papier (dépôts);Papier (opslagplaat-sen);8;0;8
PE délivrés;MV afgeleverd;2016;127;Produits  d'origine animale;Producten van dierlijke oorsprong;4;4;0
PE délivrés;MV afgeleverd;2016;45;DEEE (dépôt);AEEA (opslag);0;0;0
PE délivrés;MV afgeleverd;2016;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2016;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
PE délivrés;MV afgeleverd;2016;105;Nettoyage à sec;Droogkuis;0;0;0
PE délivrés;MV afgeleverd;2016;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;0;0;0
PE délivrés;MV afgeleverd;2015;3;Accumulateurs électriques;Elektrische accumulatoren;47;7;40
PE délivrés;MV afgeleverd;2015;117;Poisson, magasins, conserves;Vis, viswinkel;1;1;0
PE délivrés;MV afgeleverd;2015;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2015;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);0;0;0
PE délivrés;MV afgeleverd;2015;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
PE délivrés;MV afgeleverd;2015;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2015;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2014;153;Ventilation;Ventilatie;82;15;67
PE délivrés;MV afgeleverd;2014;71;Gaz (traitement physique);Gas (fysische verwerking);60;12;48
PE délivrés;MV afgeleverd;2014;53;Dépôts (général);Opslagplaatsen (algemeen);19;4;15
PE délivrés;MV afgeleverd;2014;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2014;93;Matières synthétiques (traitement);Kunststof (verwerking);1;0;1
PE délivrés;MV afgeleverd;2014;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);0;0;0
PE délivrés;MV afgeleverd;2014;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
PE délivrés;MV afgeleverd;2024;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;137;25;112
PE délivrés;MV afgeleverd;2024;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;4;0;4
PE délivrés;MV afgeleverd;2024;100;Métaux;Metaal;4;1;3
PE délivrés;MV afgeleverd;2023;3;Accumulateurs électriques;Elektrische accumulatoren;7;2;5
PE délivrés;MV afgeleverd;2023;100;Métaux;Metaal;4;0;4
PE délivrés;MV afgeleverd;2023;22;Boues, terres excavées;Slib, uitgegraven grond;3;0;3
PE délivrés;MV afgeleverd;2023;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);2;1;1
PE délivrés;MV afgeleverd;2023;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;2;1;1
PE délivrés;MV afgeleverd;2023;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;1;0;1
PE délivrés;MV afgeleverd;2023;93;Matières synthétiques (traitement);Kunststof (verwerking);1;0;1
PE délivrés;MV afgeleverd;2022;68;Garages, parkings;Garages, parkings;131;46;85
PE délivrés;MV afgeleverd;2022;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;5;0;5
PE délivrés;MV afgeleverd;2022;224;Garages;Garages;5;0;5
PE délivrés;MV afgeleverd;2022;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2022;123;Marbre, pierre bleue;Marmer, blauwe steen;1;0;1
PE délivrés;MV afgeleverd;2021;121;Produits dangereux, biocides;Minerale producten;30;4;26
PE délivrés;MV afgeleverd;2021;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;15;3;12
PE délivrés;MV afgeleverd;2021;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;13;2;11
PE délivrés;MV afgeleverd;2021;114;Photo (développement);Bestrijdingsmid-delen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2021;138;Surface (application);Oppervlakte (aanbrenging);0;0;0
PE délivrés;MV afgeleverd;2020;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);10;0;10
PE délivrés;MV afgeleverd;2020;88;Combustibles, essence;Brandstoffen, benzine;10;1;9
PE délivrés;MV afgeleverd;2020;22;Boues, terres excavées;Slib, uitgegraven grond;3;0;3
PE délivrés;MV afgeleverd;2020;53;Dépôts (général);Opslagplaatsen (algemeen);3;0;3
PE délivrés;MV afgeleverd;2020;62;Pompage d’essai, puits;Pompproef, proefpomping, put;2;0;2
PE délivrés;MV afgeleverd;2020;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;72;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2020;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2020;89;Luna-parks;Lunaparken;0;0;0
PE délivrés;MV afgeleverd;2020;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2019;27;Amiante;Asbest;52;0;52
PE délivrés;MV afgeleverd;2019;68;Garages, parkings;Garages, parkings;18;11;7
PE délivrés;MV afgeleverd;2019;18;Bois (travail);Hout (bewerking);9;3;6
PE délivrés;MV afgeleverd;2019;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;7;2;5
PE délivrés;MV afgeleverd;2019;62;Forage;Boring;2;0;2
PE délivrés;MV afgeleverd;2019;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2019;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2019;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
PE délivrés;MV afgeleverd;2019;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
PE délivrés;MV afgeleverd;2019;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
PE délivrés;MV afgeleverd;2018;120;Produits minéraux;Minerale producten;1;0;1
PE délivrés;MV afgeleverd;2018;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2018;19;Bois;Hout;0;0;0
PE délivrés;MV afgeleverd;2018;76;Gélatine;Gelatine;0;0;0
PE délivrés;MV afgeleverd;2018;93;Matières synthétiques (traitement);Kunststof (verwerking);0;0;0
PE délivrés;MV afgeleverd;2018;100;Métaux;Metaal;0;0;0
PE délivrés;MV afgeleverd;2018;133;Ruchers;Bijenkorven;0;0;0
PE délivrés;MV afgeleverd;2018;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2018;170;Moteurs;Motoren;0;0;0
PE délivrés;MV afgeleverd;2018;179;Bassins d’orage d’eaux pluviales;Stormbekkens;0;0;0
PE délivrés;MV afgeleverd;2017;13;Automobiles (réparation);Auto's (herstellingen);16;7;9
PE délivrés;MV afgeleverd;2017;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);13;5;8
PE délivrés;MV afgeleverd;2017;62;Forage;Boring;2;0;2
PE délivrés;MV afgeleverd;2017;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;1;0;1
PE délivrés;MV afgeleverd;2017;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;0;0;0
PE délivrés;MV afgeleverd;2017;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
PE délivrés;MV afgeleverd;2016;83;Imprimerie;Drukkerijen;3;1;2
PE délivrés;MV afgeleverd;2016;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);2;0;2
PE délivrés;MV afgeleverd;2016;57;Epices;Kruiden;0;0;0
PE délivrés;MV afgeleverd;2016;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
PE délivrés;MV afgeleverd;2016;108;Archives;Archieven;0;0;0
PE délivrés;MV afgeleverd;2016;110;Peaux;Huiden;0;0;0
PE délivrés;MV afgeleverd;2016;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;0;0;0
PE délivrés;MV afgeleverd;2016;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;0;0;0
PE délivrés;MV afgeleverd;2016;218;Déchets non dangereux (Décharges);Ongevaarlijke afvalstoffen (stortplaatsen);0;0;0
PE délivrés;MV afgeleverd;2024;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;68;3;65
PE délivrés;MV afgeleverd;2023;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;1;0;1
PE délivrés;MV afgeleverd;2022;148;Transformateurs statiques;Statische transformatoren;12;0;12
PE délivrés;MV afgeleverd;2022;22;Boues, terres excavées;Slib, uitgegraven grond;6;0;6
PE délivrés;MV afgeleverd;2022;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;4;3;1
PE délivrés;MV afgeleverd;2022;22;Boues, terres excavées;Slib, uitgegraven grond;3;0;3
PE délivrés;MV afgeleverd;2022;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;1;1;0
PE délivrés;MV afgeleverd;2021;53;Dépôts général;Algemene opslagplaats;10;0;10
PE délivrés;MV afgeleverd;2021;17;Bitume (dépôts);Bitumen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2021;41;Composter;Composteren;1;0;1
PE délivrés;MV afgeleverd;2021;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;0;1
PE délivrés;MV afgeleverd;2021;112;Produits phytopharmaceutiques (dépôt);Gewasbeschermingsmiddelen;0;0;0
PE délivrés;MV afgeleverd;2020;48;Compacteur, broyeur;Pers, breker, vermaler;6;1;5
PE délivrés;MV afgeleverd;2020;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);2;0;2
PE délivrés;MV afgeleverd;2020;88;Liquides inflammables;Ontvlambare vloeistoffen;1;0;1
PE délivrés;MV afgeleverd;2020;110;Peaux;Huiden;0;0;0
PE délivrés;MV afgeleverd;2019;53;Dépôts (général);Opslagplaatsen (algemeen);16;6;10
PE délivrés;MV afgeleverd;2019;64;Fours;Ovens;11;2;9
PE délivrés;MV afgeleverd;2019;59;Explosifs, airbags;Explosieven, airbags;9;3;6
PE délivrés;MV afgeleverd;2019;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);5;1;4
PE délivrés;MV afgeleverd;2019;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;3;1;2
PE délivrés;MV afgeleverd;2019;123;Marbre, pierre bleue;Marmer, blauwe steen;1;0;1
PE délivrés;MV afgeleverd;2018;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);1;0;1
PE délivrés;MV afgeleverd;2018;71;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2018;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;0;0;0
PE délivrés;MV afgeleverd;2017;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;7;2;5
PE délivrés;MV afgeleverd;2017;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;4;2;2
PE délivrés;MV afgeleverd;2017;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;2;1;1
PE délivrés;MV afgeleverd;2017;160;Aérodrome;Luchtvaartterrein;1;0;1
PE délivrés;MV afgeleverd;2017;173;Produits dangereux;Gevaarlijke producten;1;0;1
PE délivrés;MV afgeleverd;2017;218;Déchets non dangereux (Décharges);Ongevaarlijke afvalstoffen (stortplaatsen);1;0;1
PE délivrés;MV afgeleverd;2017;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2016;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
PE délivrés;MV afgeleverd;2016;101;Métaux, tours;Metaaldraaibank;0;0;0
PE délivrés;MV afgeleverd;2016;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;0;0;0
PE délivrés;MV afgeleverd;2015;119;Traiteurs;Traiteurs;3;1;2
PE délivrés;MV afgeleverd;2015;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2015;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2014;224;Garages;Garages;14;2;12
PE délivrés;MV afgeleverd;2014;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;0;1
PE délivrés;MV afgeleverd;2014;53;Dépôts général;Algemene opslagplaats;0;0;0
PE délivrés;MV afgeleverd;2014;57;Epices;Kruiden;0;0;0
PE délivrés;MV afgeleverd;2017;100;Métaux;Metaal;0;0;0
PE délivrés;MV afgeleverd;2017;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;0;0;0
PE délivrés;MV afgeleverd;2016;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2016;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
PE délivrés;MV afgeleverd;2015;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);16;3;13
PE délivrés;MV afgeleverd;2024;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;6;1;5
PE délivrés;MV afgeleverd;2024;93;Matières synthétiques (traitement);Kunststof (verwerking);3;0;3
PE délivrés;MV afgeleverd;2024;70;Gaz;Gas;2;0;2
PE délivrés;MV afgeleverd;2024;173;Produits dangereux;Gevaarlijke producten;2;0;2
PE délivrés;MV afgeleverd;2024;45;Déchets dangereux;Gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2024;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2023;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;17;4;13
PE délivrés;MV afgeleverd;2023;149;Chaudière à vapeur industrielle;Industriële stoomketel;5;0;5
PE délivrés;MV afgeleverd;2023;72;Gaz;Gas;2;1;1
PE délivrés;MV afgeleverd;2023;86;Laiteries;Melkerijen;2;0;2
PE délivrés;MV afgeleverd;2023;14;Piscines;Zwembaden;1;0;1
PE délivrés;MV afgeleverd;2023;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;1;0;1
PE délivrés;MV afgeleverd;2023;105;Nettoyage à sec;Droogkuis;1;0;1
PE délivrés;MV afgeleverd;2022;71;Gaz;Gas;37;4;33
PE délivrés;MV afgeleverd;2022;48;Compacteur, broyeur;Pers, breker, vermaler;10;0;10
PE délivrés;MV afgeleverd;2022;94;Plastic;Plastiek;2;2;0
PE délivrés;MV afgeleverd;2022;97;Métaux (traitement chimique);Metalen (chemische bewerking);1;0;1
PE délivrés;MV afgeleverd;2022;114;Photo (développement);Foto (ontwikkeling);1;0;1
PE délivrés;MV afgeleverd;2022;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2021;132;Réfrigération (installation de);Koeling (inrichtingen);19;1;18
PE délivrés;MV afgeleverd;2021;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;14;1;13
PE délivrés;MV afgeleverd;2021;55;Electricité;Elektriciteit;8;0;8
PE délivrés;MV afgeleverd;2021;62;Forage;Boring;5;0;5
PE délivrés;MV afgeleverd;2021;12;Automobiles (lavage);Auto's (wassen);2;0;2
PE délivrés;MV afgeleverd;2021;20;Bois traitement;Houtbehandeling;1;0;1
PE délivrés;MV afgeleverd;2021;55;Electricité, moulin à vent;Windmolens, windturbine, elektriciteit;1;0;1
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2020;28;Chantiers;Werven;48;47;1
PE délivrés;MV afgeleverd;2020;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;22;2;20
PE délivrés;MV afgeleverd;2020;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;8;0;8
PE délivrés;MV afgeleverd;2020;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;7;0;7
PE délivrés;MV afgeleverd;2020;100;Métaux;Metaal;1;1;0
PE délivrés;MV afgeleverd;2020;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;93;Matières synthétiques (traitement);Kunststof (verwerking);0;0;0
PE délivrés;MV afgeleverd;2020;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2020;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2020;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
PE délivrés;MV afgeleverd;2019;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);53;0;53
PE délivrés;MV afgeleverd;2019;55;Electricité;Elektriciteit;17;0;17
PE délivrés;MV afgeleverd;2019;135;Musique;Muziek;4;4;0
PE délivrés;MV afgeleverd;2019;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;1;0;1
PE délivrés;MV afgeleverd;2019;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;1;0;1
